"","peak_acc","peak_amp","peak_F0","vidnames","individual"
"1",-0.15365440991445,2.04857647698165,780.311284383138,"11_June_session1_0_1","Fajar"
"2",0.592786245087993,0.97516228288941,479.955017089844,"11_June_session1_1_2","Baju"
"3",2.13846254721381,1.80308212279939,485.230475531684,"11_June_session1_2_3","Baju"
"4",1.59189183656352,1.6095307797544,513.858209680628,"11_June_session1_3_4","Baju"
"5",1.31355804259421,-0.221584846060223,499.139891447844,"11_June_session2_0_1","Baju"
"6",0.717789528325954,-0.413878576547884,506.113720929181,"11_June_session2_1_2","Baju"
"7",0.198439533204723,0.79964120745946,519.382861667209,"11_June_session2_4_5","Baju"
"8",-0.694645702677479,1.6002744207201,535.588745117188,"11_June_session2_5_6","Baju"
"9",-0.186005575312577,-0.0235632581935787,413.324439154731,"12_August_session1_3_4","Baju"
"10",-0.66254858631677,-0.0092624707699767,433.143463134766,"14_August_session1_0_1","Fajar"
"11",0.731113260110914,-0.214527082948891,396.435607910156,"14_August_session1_1_2","Fajar"
"12",-0.546591553520594,-1.24304689466401,410.167069611726,"14_August_session1_5_6","Fajar"
"13",-2.70122546439593,-1.62667939261436,423.712922272859,"14_August_session1_7_8","Fajar"
"14",-0.200975240728304,0.657417581439393,389.627704761646,"16_June_session1_1_2","Fajar"
"15",1.39429864230431,-0.131662753436406,377.309837058738,"16_June_session1_2_3","Fajar"
"16",0.361523629802601,0.552478540114378,408.386565031829,"16_June_session1_3_4","Fajar"
"17",0.617260148024672,-1.19843101366822,407.134304847246,"16_June_session1_4_5","Fajar"
"18",1.32023990119656,0.579727444867304,381.104736328125,"16_June_session1_5_6","Fajar"
"19",-0.14528066015357,1.55351645197138,377.589384856047,"16_June_session1_6_7","Fajar"
"20",0.607472446673167,0.287262380716987,360.681976318359,"16_June_session1_7_8","Fajar"
"21",0.969465234513507,-0.931495193651474,385.325450755932,"16_June_session1_8_9","Fajar"
"22",0.599675485548466,0.217354704087921,397.160148338035,"16_June_session1_9_10","Fajar"
"23",0.765446090358787,0.541990385896157,376.682238260905,"18_June_session1_0_1","Fajar"
"24",0.896867960129118,1.07728622224559,382.261657714844,"18_June_session1_17_18","Fajar"
"25",-0.25728152619371,0.445556188204507,397.469146728516,"18_June_session1_18_19","Fajar"
"26",-1.24053105683879,1.26914049327839,350.239807128906,"18_June_session1_19_20","Fajar"
"27",-0.125218261672688,0.881925259442076,420.046905517578,"18_June_session1_20_21","Fajar"
"28",0.57899884543585,0.598505602553452,410.118381076389,"18_June_session1_21_22","Fajar"
"29",-0.0443891762083865,-0.253524545992907,414.067108578152,"18_June_session1_3_4","Fajar"
"30",0.306317343620766,0.610513738871396,396.67083062066,"18_June_session1_4_5","Fajar"
"31",-0.473790921335635,0.429018753859745,382.46630859375,"18_June_session1_6_7","Fajar"
"32",0.950597506373018,-0.382673921310188,390.437994215224,"18_June_session1_8_9","Fajar"
"33",0.349078997912671,-1.03147448039095,439.255862765842,"21_August_session1_0_1","Fajar"
"34",-0.167050828479064,-1.35788051732056,415.247880723741,"21_August_session1_1_2","Fajar"
"35",0.287582594421812,-1.44358804020083,455.186085595025,"21_August_session1_11_12","Fajar"
"36",-1.48616695877941,-1.84431364358406,417.164279513889,"21_August_session1_13_14","Fajar"
"37",-0.533473896588466,-1.53151389569642,401.346052381727,"21_August_session1_15_16","Fajar"
