scorer,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000
bodyparts,upper_thorax,upper_thorax,upper_thorax,lower_bum,lower_bum,lower_bum
coords,x,y,likelihood,x,y,likelihood
0,5.578545570373535,1.0456733703613281,0.03386200964450836,5.4146528244018555,-2.833496570587158,0.02326739951968193
1,5.716483116149902,1.0599966049194336,0.04555165022611618,5.559418678283691,-2.6984734535217285,0.025380417704582214
2,5.983333110809326,1.1056442260742188,0.05755126476287842,5.797911167144775,-2.629396438598633,0.029131939634680748
3,6.195450782775879,1.3770074844360352,0.03865193575620651,6.095931053161621,-2.7568883895874023,0.019438626244664192
4,6.306591510772705,1.5081100463867188,0.021053319796919823,1.505983591079712,-2.2613449096679688,0.01161340530961752
5,6.466737747192383,2.101384162902832,0.011528915725648403,1.5376598834991455,-2.3197789192199707,0.008784309960901737
6,6.5203704833984375,2.4825496673583984,0.009261050261557102,1.466864824295044,-2.1805248260498047,0.009438464418053627
7,6.382310390472412,2.6750946044921875,0.008231946267187595,1.2780349254608154,-2.157217502593994,0.007936866953969002
8,6.376616954803467,2.7780590057373047,0.007401114795356989,1.3116474151611328,-2.207581043243408,0.00792009849101305
9,6.472077369689941,2.912282943725586,0.006594805046916008,1.2877717018127441,-2.2398929595947266,0.006903314962983131
10,6.529831409454346,3.030379295349121,0.0048403190448880196,1.2855892181396484,-2.251372814178467,0.0057830121368169785
11,6.37078857421875,2.837674140930176,0.00743263540789485,1.2652356624603271,-2.235715866088867,0.00907654594630003
12,7.022110939025879,2.7497920989990234,0.01523530948907137,1.6707477569580078,-2.108262538909912,0.012663823552429676
13,7.185267448425293,2.881991386413574,0.011453842744231224,1.6988401412963867,-2.2831058502197266,0.009318940341472626
14,7.198634624481201,2.6455068588256836,0.01917894370853901,7.008681297302246,-2.579864025115967,0.01311186421662569
15,7.13294792175293,2.589752197265625,0.0237848162651062,6.8871026039123535,-2.506197929382324,0.016262471675872803
16,6.994123935699463,2.169767379760742,0.15310382843017578,6.398381233215332,-1.7044191360473633,0.07214011996984482
17,6.8818888664245605,2.24725341796875,0.1429661065340042,6.369556427001953,-1.7193174362182617,0.07006324827671051
18,6.556757926940918,2.126527786254883,0.21696899831295013,5.788742542266846,-1.3530068397521973,0.12082646042108536
19,6.502091407775879,1.9540290832519531,0.15754973888397217,5.8086981773376465,-1.5333213806152344,0.09379664808511734
20,6.541422367095947,1.8693294525146484,0.15039865672588348,5.849252223968506,-1.5628314018249512,0.10240375250577927
21,7.351444244384766,2.0206298828125,0.10327111929655075,6.727664947509766,-1.905158519744873,0.05015145242214203
22,7.2881975173950195,2.0484676361083984,0.1101931557059288,6.693614482879639,-1.9473295211791992,0.05056171864271164
23,7.273297309875488,1.9314537048339844,0.11304282397031784,6.685091495513916,-1.9491429328918457,0.05457505211234093
24,6.738554954528809,1.7557153701782227,0.1160118356347084,6.020394325256348,-1.8823108673095703,0.07224557548761368
25,6.492864608764648,1.536158561706543,0.15599922835826874,5.794610023498535,-1.8522987365722656,0.08740822225809097
26,100.78618621826172,140.5575714111328,0.07033088058233261,78.1801528930664,144.22076416015625,0.40031740069389343
27,6.546748638153076,1.7431297302246094,0.08950036764144897,76.72142028808594,153.41751098632812,0.10178244858980179
28,6.553040504455566,1.6513948440551758,0.10732565820217133,6.230883598327637,-2.2350687980651855,0.05756901204586029
29,6.499070644378662,1.65997314453125,0.10669086128473282,6.130507469177246,-2.2195358276367188,0.06646484136581421
30,6.500397205352783,1.9167184829711914,0.07228794693946838,77.57984161376953,154.74819946289062,0.08677572011947632
