scorer,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000,DLC_resnet50_SiamangSimpleV2Jan31shuffle1_500000
bodyparts,upper_thorax,upper_thorax,upper_thorax,lower_bum,lower_bum,lower_bum
coords,x,y,likelihood,x,y,likelihood
0,97.55635070800781,63.724884033203125,0.9999409914016724,98.24666595458984,74.09369659423828,0.9999734163284302
1,97.57693481445312,63.89567565917969,0.9999243021011353,98.43008422851562,74.32845306396484,0.9999688863754272
2,97.58120727539062,63.90950012207031,0.9999243021011353,98.4380874633789,74.34056854248047,0.9999688863754272
3,97.61001586914062,63.91532897949219,0.9999384880065918,98.55897521972656,74.47238159179688,0.9999792575836182
4,97.69131469726562,64.181884765625,0.9999315738677979,98.74219512939453,74.829345703125,0.9999743700027466
5,97.88782501220703,64.26850891113281,0.999962568283081,98.94999694824219,75.13317108154297,0.9999904632568359
6,97.8879623413086,64.26850891113281,0.9999639987945557,98.95014190673828,75.13317108154297,0.9999891519546509
7,97.90018463134766,64.26850891113281,0.9999644756317139,98.96256256103516,75.13317108154297,0.9999901056289673
8,97.91197967529297,63.983924865722656,0.9999717473983765,98.96256256103516,74.99168395996094,0.9999947547912598
9,97.96182250976562,63.95979690551758,0.9999741315841675,98.97892761230469,74.99168395996094,0.9999946355819702
10,97.97106170654297,63.95979690551758,0.9999746084213257,98.9833755493164,74.99168395996094,0.9999947547912598
11,97.98833465576172,63.95979690551758,0.9999788999557495,99.04290008544922,75.04866790771484,0.9999963045120239
12,98.04735565185547,64.07785034179688,0.9999767541885376,99.08644104003906,75.1176986694336,0.9999943971633911
13,98.14215087890625,64.08616638183594,0.9999767541885376,99.10899353027344,75.15225982666016,0.9999942779541016
14,98.14215087890625,64.08616638183594,0.9999775886535645,99.10899353027344,75.15225982666016,0.9999945163726807
15,98.14215087890625,64.08616638183594,0.9999791383743286,99.10899353027344,75.15225982666016,0.9999948740005493
16,98.1147232055664,63.979881286621094,0.9999724626541138,98.82948303222656,74.80519104003906,0.9999908208847046
17,98.02376556396484,63.593074798583984,0.9999587535858154,98.40164184570312,74.13185119628906,0.9999841451644897
18,97.9879379272461,63.3403434753418,0.9999649524688721,98.10993194580078,73.45405578613281,0.9999788999557495
19,97.90323638916016,62.95512771606445,0.9999794960021973,98.10993194580078,73.19124603271484,0.999982476234436
20,97.89661407470703,62.84020233154297,0.9999804496765137,98.0975341796875,73.08088684082031,0.9999762773513794
21,97.89661407470703,62.644981384277344,0.9999829530715942,98.10993194580078,72.48225402832031,0.9999703168869019
22,97.9879379272461,62.536216735839844,0.9999843835830688,98.13326263427734,72.36787414550781,0.999971866607666
23,98.319580078125,62.47870635986328,0.9999927282333374,98.40959167480469,72.36787414550781,0.9999885559082031
24,98.4555435180664,62.35715103149414,0.9999891519546509,98.43421173095703,72.36787414550781,0.9999852180480957
25,98.72634887695312,62.35715103149414,0.9999891519546509,99.07071685791016,72.87248992919922,0.9999830722808838
26,99.15274047851562,62.47524642944336,0.9999896287918091,99.68991088867188,73.01610565185547,0.9999880790710449
27,99.32032012939453,62.47524642944336,0.9999909400939941,100.21682739257812,73.51173400878906,0.9999935626983643
28,100.18016815185547,62.35715103149414,0.9999960660934448,102.25711059570312,74.81368255615234,0.999998927116394
29,100.69227600097656,62.303375244140625,0.9999967813491821,103.15233612060547,75.46158599853516,0.999998927116394
30,100.87316131591797,62.27775192260742,0.999996542930603,103.53999328613281,75.52162170410156,0.9999985694885254
31,101.18124389648438,62.27775192260742,0.999997615814209,103.9308853149414,75.85118865966797,0.9999986886978149
32,101.23477172851562,62.303375244140625,0.9999984502792358,104.0389633178711,76.12112426757812,0.9999990463256836
